Code;School_Name;Street;Suburb;State;Postcode;Postal_Street;Postal_Suburb;Postal_State;Postal_Postcode;Latitude;Longitude;Phone;Education_Region;Broad_Classification;Classification_Group;Low_Year;High_Year;KIN;PPR;Y01;Y02;Y03;Y04;Y05;Y06;UPR;Y07;Y08;Y09;Y10;Y11;Y12;USE;Total_Students
5272;LANCELIN PRIMARY SCHOOL;53 GINGIN ROAD;LANCELIN;WA;6044;53 GINGIN ROAD;LANCELIN;WA;6044;-31.01148261;115.3298498;08 9628 6000;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;16;10;17;12;7;22;7;6;;;;;;;;;97
1343;LANDSDALE CHRISTIAN SCHOOL;77 QUEENSWAY ROAD;LANDSDALE;WA;6065;77 QUEENSWAY ROAD;LANDSDALE;WA;6065;-31.80678912;115.86717467;08 9309 1830;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;13;11;15;20;11;14;12;11;;12;22;24;24;18;11;;218
5872;LANDSDALE GARDENS PRIMARY SCHOOL;50 AMISTAD ROAD;LANDSDALE;WA;6065;50 AMISTAD ROAD;LANDSDALE;WA;6065;-31.81681875;115.85677443;08 6401 8150;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;48;20;12;23;19;11;16;2;;;;;;;;;151
5766;LANDSDALE PRIMARY SCHOOL;THE BROADVIEW;LANDSDALE;WA;6065;THE BROADVIEW;LANDSDALE;WA;6065;-31.80328614;115.8627751;08 9408 3850;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;100;105;82;113;95;104;104;107;;;;;;;;;810
5274;LATHLAIN PRIMARY SCHOOL;120 HOWICK STREET;LATHLAIN;WA;6100;120 HOWICK STREET;LATHLAIN;WA;6100;-31.96963317;115.90875587;08 9224 9800;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;93;92;78;83;73;71;59;68;;;;;;;;;617
5275;LAVERTON SCHOOL;LANCEFIELD STREET;LAVERTON;WA;6440;PO BOX 64;LAVERTON;WA;6440;-28.62734274;122.4043146;08 9068 8400;GOLDFIELDS;Primary Schools;PRIMARY SCHOOLS;KIN;Y12;3;11;7;8;10;3;3;10;;8;9;4;4;5;2;;87
1476;LEANING TREE STEINER SCHOOL;74 MACEDONIA DRIVE;GLENFIELD;WA;6532;74 MACEDONIA DRIVE;GLENFIELD;WA;6532;-28.684027;114.62538;08 9964 6555;MIDWEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y09;7;12;16;10;10;10;10;15;;16;12;8;;;;;126
6081;LEDA EDUCATION SUPPORT CENTRE;1-25 FEILMAN DRIVE;LEDA;WA;6170;1-25 FEILMAN DRIVE;LEDA;WA;6170;-32.26049532;115.8048608;08 9414 2080;SOUTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;KIN;Y06;5;10;8;14;9;11;10;7;;;;;;;;;74
5725;LEDA PRIMARY SCHOOL;1-25 FEILMAN DRIVE;LEDA;WA;6170;1-25 FEILMAN DRIVE;LEDA;WA;6170;-32.26049532;115.8048608;08 9414 2040;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;38;55;62;52;55;54;59;63;;;;;;;;;438
5539;LEEMAN PRIMARY SCHOOL;10 SPENCER STREET;LEEMAN;WA;6514;C/- POST OFFICE;LEEMAN;WA;6514;-29.94892052;114.97843423;08 9953 3100;MIDWEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;4;5;3;5;5;4;2;3;;;;;;;;;31
5659;LEEMING PRIMARY SCHOOL;10 MEHARRY ROAD;LEEMING;WA;6149;10 MEHARRY ROAD;LEEMING;WA;6149;-32.07551121;115.862877;08 9266 6700;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;43;56;49;48;42;49;42;;;;;;;;;369
4143;LEEMING SENIOR HIGH SCHOOL;AULBERRY PARADE;LEEMING;WA;6149;AULBERRY PARADE;LEEMING;WA;6149;-32.07467304;115.8564902;08 9237 6800 ;SOUTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;213;201;187;194;174;167;;1,136
6087;LEEMING SENIOR HIGH SCHOOL EDUCATION SUPPORT CENTRE;AULBERRY PARADE;LEEMING;WA;6149;AULBERRY PARADE;LEEMING;WA;6149;-32.07467304;115.8564902;08 9237 6870;SOUTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;Y07;Y12;;;;;;;;;;26;27;24;24;26;21;;148
5604;LEINSTER COMMUNITY SCHOOL;GLEDDEN DRIVE;LEINSTER;WA;6437;PMB 5;LEINSTER;WA;6437;-27.91539981;120.6955058;08 9055 9600;GOLDFIELDS;Primary Schools;PRIMARY SCHOOLS;KIN;Y11;16;11;18;11;17;9;13;6;;7;7;3;2;3;;;123
4151;LEONORA DISTRICT HIGH SCHOOL;LOT 157 GWALIA STREET;LEONORA;WA;6438;PO BOX 200;LEONORA;WA;6438;-28.88414676;121.3329384;08 9066 8000;GOLDFIELDS;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y12;10;13;6;6;8;7;7;2;;6;8;5;1;5;4;;88
1327;LESCHENAULT CATHOLIC PRIMARY SCHOOL;MARDO AVENUE;AUSTRALIND;WA;6233;MARDO AVENUE;AUSTRALIND;WA;6233;-33.28334496;115.7224856;08 9720 3737;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;90;60;59;62;61;65;51;58;;;;;;;;;506
5279;LESMURDIE PRIMARY SCHOOL;49 SANDERSON ROAD;LESMURDIE;WA;6076;49 SANDERSON ROAD;LESMURDIE;WA;6076;-32.00399197;116.04500042;08 9291 2100;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;34;33;43;40;40;37;34;45;;;;;;;;;306
4133;LESMURDIE SENIOR HIGH SCHOOL;21 REID ROAD;LESMURDIE;WA;6076;21 REID ROAD;LESMURDIE;WA;6076;-32.01252075;116.05164312;08 9291 1200;SOUTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;158;170;148;188;155;157;;976
5758;LITTLE GROVE PRIMARY SCHOOL;33 GORDON STREET;LITTLE GROVE;WA;6330;33 GORDON STREET;LITTLE GROVE;WA;6330;-35.06595201;117.867226;08 9845 9900;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;29;29;31;30;24;18;22;17;;;;;;;;;200
1408;LIVING WATERS LUTHERAN COLLEGE;176 CURRIE STREET;WARNBRO;WA;6169;176 CURRIE STREET;WARNBRO;WA;6169;-32.34307717;115.75441692;08 9593 1211;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;26;41;34;27;33;39;52;50;;94;79;66;76;62;49;;728
1232;LIWARA CATHOLIC PRIMARY SCHOOL;5 TUART ROAD;GREENWOOD;WA;6024;5 TUART ROAD;GREENWOOD;WA;6024;-31.83328555;115.79181939;08 9467 8153;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;77;56;46;60;45;51;56;44;;;;;;;;;435
5536;LOCKRIDGE PRIMARY SCHOOL;48 ROSHER ROAD;LOCKRIDGE;WA;6054;48 ROSHER ROAD;LOCKRIDGE;WA;6054;-31.88279111;115.95152128;08 9392 5150;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;38;35;28;34;25;40;35;32;;;;;;;;;267
8165;LOCKYER COMMUNITY KINDERGARTEN;7 LESCHENAULT STREET;ALBANY;WA;6330;7 LESCHENAULT STREET;ALBANY;WA;6330;-35.00417;117.86151;08 9841 3144;SOUTH WEST;Community Kindergartens;COMMUNITY KINDERGARTENS;KIN;KIN;71;;;;;;;;;;;;;;;;71
5671;LOOMA REMOTE COMMUNITY SCHOOL;LOOMA REMOTE COMMUNITY;LOOMA;WA;6728;PMB 904;DERBY;WA;6728;-18.039234;124.149541;08 9191 4765;KIMBERLEY;Remote Community Schools;PRIMARY SCHOOLS;KIN;Y11;6;9;10;12;10;8;8;7;;3;7;3;3;6;;;92
1132;LORETO NEDLANDS;69 WEBSTER STREET;NEDLANDS;WA;6009;69 WEBSTER STREET;NEDLANDS;WA;6009;-31.98464523;115.8060593;08 6389 9400;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y05;Y06;;;;;;;11;12;;;;;;;;;23
8167;LOWER KING COMMUNITY KINDERGARTEN;34 RUTHERFORD DRIVE;LOWER KING;WA;6330;34 RUTHERFORD DRIVE;LOWER KING;WA;6330;-34.95841254;117.93492411;08 9844 7238;SOUTH WEST;Community Kindergartens;COMMUNITY KINDERGARTENS;KIN;KIN;20;;;;;;;;;;;;;;;;20
1308;LUMEN CHRISTI COLLEGE;81 STATION STREET;MARTIN;WA;6110;81 STATION STREET;MARTIN;WA;6110;-32.06737479;116.01201345;08 9394 9300;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y07;Y12;;;;;;;;;;179;173;171;157;157;145;;982
1305;LUURNPA CATHOLIC SCHOOL;WIRRIMANU BALGO HILLS;VIA HALLS CREEK;WA;6770;WIRRIMANU BALGO HILLS;VIA HALLS CREEK;WA;6770;-20.142514;127.983031;08 9168 8902;KIMBERLEY;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y10;5;14;5;16;9;12;14;11;;14;9;6;2;;;;117
4113;LYNWOOD SENIOR HIGH SCHOOL;436 METCALFE ROAD;PARKWOOD;WA;6147;436 METCALFE ROAD;PARKWOOD;WA;6147;-32.04190909;115.91612962;08 9354 0600;SOUTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;194;210;221;212;181;154;;1,172
6053;MADDINGTON EDUCATION SUPPORT CENTRE;1951 ALBANY HIGHWAY;MADDINGTON;WA;6109;1951 ALBANY HIGHWAY;MADDINGTON;WA;6109;-32.05405458;115.9855988;08 9205 5950;SOUTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;KIN;Y06;7;12;10;12;8;4;3;8;;;;;;;;;64
5281;MADDINGTON PRIMARY SCHOOL;1951 ALBANY HIGHWAY;MADDINGTON;WA;6109;1951 ALBANY HIGHWAY;MADDINGTON;WA;6109;-32.05485834;115.98682152;08 9205 5900;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;26;30;24;30;27;28;22;18;;;;;;;;;205
5811;MADELEY PRIMARY SCHOOL;MARTINDALE AVENUE;MADELEY;WA;6065;MARTINDALE AVENUE;MADELEY;WA;6065;-31.80675303;115.8289632;08 9306 6900;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;57;44;71;64;65;56;71;41;;;;;;;;;469
5873;MADORA BAY PRIMARY SCHOOL;HUNTINGTON STREET;MADORA BAY;WA;6210;HUNTINGTON STREET;MADORA BAY;WA;6210;-32.464169;115.758189;08 9584 6250;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;37;22;17;15;11;8;8;2;;;;;;;;;120
5282;MAIDA VALE PRIMARY SCHOOL;310 KALAMUNDA ROAD;MAIDA VALE;WA;6057;310 KALAMUNDA ROAD;MAIDA VALE;WA;6057;-31.94894601;116.0231303;08 6228 7400;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;55;52;56;54;46;54;53;72;;;;;;;;;442
5601;MAIDENS PARK PRIMARY SCHOOL;WESTWOOD STREET;BUNBURY;WA;6230;PO BOX 4233;EAST BUNBURY;WA;6230;-33.36974451;115.6277556;08 9724 9450;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;23;17;32;23;18;17;15;24;;;;;;;;;169
1212;MAJELLA CATHOLIC PRIMARY SCHOOL;9 FINCHLEY CRESCENT;BALGA;WA;6061;9 FINCHLEY CRESCENT;BALGA;WA;6061;-31.85601373;115.8477866;08 9207 7500;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;29;29;30;36;29;30;29;26;;;;;;;;;238
5824;MAKYBE RISE PRIMARY SCHOOL;MAKYBE DRIVE;BALDIVIS;WA;6171;MAKYBE DRIVE;BALDIVIS;WA;6171;-32.34435624;115.8175271;08 9523 5900;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;80;98;108;107;89;118;107;94;;;;;;;;;801
6035;MALIBU SCHOOL;104 GEORGETOWN DRIVE;SAFETY BAY;WA;6169;104 GEORGETOWN DRIVE;SAFETY BAY;WA;6169;-32.30377;115.742595;08 9553 8450;SOUTH METROPOLITAN;Education Support Schools;EDUCATION SUPPORT;KIN;Y12;8;7;8;7;8;2;4;13;;16;8;5;7;15;18;;126
5827;MALVERN SPRINGS PRIMARY SCHOOL;3 CHANDALA TURN;ELLENBROOK;WA;6069;3 CHANDALA TURN;ELLENBROOK;WA;6069;-31.75782406;115.97997051;08 6296 8240;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;79;79;111;92;104;121;118;81;;;;;;;;;785
1462;MANDURAH BAPTIST COLLEGE;CATALINA DRIVE;LAKELANDS;WA;6210;CATALINA DRIVE;LAKELANDS;WA;6210;-32.47830702;115.7601182;08 9583 7000;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;68;72;72;77;78;89;94;96;;126;125;126;123;113;92;;1,351
1380;MANDURAH CATHOLIC COLLEGE;79-97 COODANUP DRIVE;MANDURAH;WA;6210;79-97 COODANUP DRIVE;MANDURAH;WA;6210;-32.54895945;115.738286;08 9531 9500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;60;53;30;60;30;63;64;64;;246;236;193;201;212;190;;1,702
5283;MANDURAH PRIMARY SCHOOL;18 HACKETT STREET;MANDURAH;WA;6210;PO BOX 1077;MANDURAH;WA;6210;-32.52864487;115.72552542;08 9586 6850;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;38;35;39;28;29;30;33;31;;;;;;;;;263
4179;MANEA SENIOR COLLEGE;ROBERTSON DRIVE;BUNBURY;WA;6230;PO BOX 500;BUNBURY;WA;6230;-33.36775659;115.6567975;08 9721 0400;SOUTH WEST;Senior Colleges;SECONDARY SCHOOLS;Y11;Y12;;;;;;;;;;;;;;259;231;;490
6014;MANJIMUP EDUCATION SUPPORT CENTRE;FINCH STREET;MANJIMUP;WA;6258;LOCKED BAG 3;MANJIMUP;WA;6258;-34.234179;116.135653;08 9771 9050;SOUTH WEST;Education Support Centres;EDUCATION SUPPORT;KIN;Y12;1;2;2;5;;1;2;4;;;1;3;4;1;4;;30
5284;MANJIMUP PRIMARY SCHOOL;19 FINCH STREET;MANJIMUP;WA;6258;LOCKED BAG 3;MANJIMUP;WA;6258;-34.23292451;116.13395906;08 9771 9000;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;29;28;36;24;42;28;37;43;;;;;;;;;267
4032;MANJIMUP SENIOR HIGH SCHOOL;RUTHERFORD STREET;MANJIMUP;WA;6258;LOCKED BAG 1;MANJIMUP;WA;6258;-34.233842;116.133228;08 9771 3400;SOUTH WEST;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;77;82;86;85;134;92;;556
5285;MANNING PRIMARY SCHOOL;60-80 LEY STREET;MANNING;WA;6152;60-80 LEY STREET;MANNING;WA;6152;-32.01527547;115.8650557;08 9266 6250;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;42;51;58;62;59;52;45;58;;;;;;;;;427
5687;MARANGAROO PRIMARY SCHOOL;88 GIRALT ROAD;MARANGAROO;WA;6064;88 GIRALT ROAD;MARANGAROO;WA;6064;-31.82848696;115.82758988;08 9462 9999;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;26;27;28;36;22;25;20;20;;;;;;;;;204
5286;MARBLE BAR PRIMARY SCHOOL;AUGUSTA STREET;MARBLE BAR;WA;6760;LOCKED BAG 20;MARBLE BAR;WA;6760;-21.1694751;119.7478156;08 9178 8300;PILBARA;Primary Schools;PRIMARY SCHOOLS;KIN;Y11;2;1;1;2;6;3;4;2;;3;3;2;3;1;;;33
1289;MARGARET RIVER INDEPENDENT SCHOOL;10890 BUSSELL HIGHWAY;FOREST GROVE;WA;6286;10890 BUSSELL HIGHWAY;FOREST GROVE;WA;6286;-34.06767921;115.1053456;08 9757 7515;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;29;21;17;21;23;18;13;23;;;;;;;;;165
1389;MARGARET RIVER MONTESSORI SCHOOL;4-6 CLARKE ROAD;MARGARET RIVER;WA;6285;4-6 CLARKE ROAD;MARGARET RIVER;WA;6285;-33.95961243;115.0673346;08 9757 2564;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y09;27;16;14;18;16;16;14;17;;12;6;2;;;;;158
5287;MARGARET RIVER PRIMARY SCHOOL;91-97 FORREST ROAD;MARGARET RIVER;WA;6285;91-97 FORREST ROAD;MARGARET RIVER;WA;6285;-33.95452824;115.0757428;08 9757 8500;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;59;73;69;83;90;81;95;106;;;;;;;;;656
4033;MARGARET RIVER SENIOR HIGH SCHOOL;158 BUSSELL HIGHWAY;MARGARET RIVER;WA;6285;158 BUSSELL HIGHWAY;MARGARET RIVER;WA;6285;-33.95431827;115.0746714;08 9757 0700;SOUTH WEST;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;206;251;213;205;155;132;;1,162
5288;MARMION PRIMARY SCHOOL;7 CLIVERTON COURT;MARMION;WA;6020;7 CLIVERTON COURT;MARMION;WA;6020;-31.84418326;115.75949015;08 9492 2300;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;42;54;59;46;59;45;39;;;;;;;;;384
5730;MARRI GROVE PRIMARY SCHOOL;23 LARSEN ROAD;BYFORD;WA;6122;23 LARSEN ROAD;BYFORD;WA;6122;-32.21239233;116.00551926;08 9526 4060;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;75;63;77;59;62;67;83;76;;;;;;;;;562
1364;MARY MACKILLOP CATHOLIC COMMUNITY PRIMARY SCHOOL;CASSOWARY DRIVE;BALLAJURA;WA;6066;CASSOWARY DRIVE;BALLAJURA;WA;6066;-31.84525179;115.8981415;08 9241 7500;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;60;57;63;61;60;61;62;59;;;;;;;;;483
1072;MARY'S MOUNT PRIMARY SCHOOL;47 DAVIES CRESCENT;GOOSEBERRY HILL;WA;6076;47 DAVIES CRESCENT;GOOSEBERRY HILL;WA;6076;-31.96134491;116.04849635;08 9290 5200;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;38;28;28;30;27;32;30;29;;;;;;;;;242
1363;MATER CHRISTI CATHOLIC PRIMARY SCHOOL;340 YANGEBUP ROAD;YANGEBUP;WA;6164;340 YANGEBUP ROAD;YANGEBUP;WA;6164;-32.12534242;115.82632631;08 6173 9000;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;105;86;83;90;84;86;93;87;;;;;;;;;714
1383;MATER DEI COLLEGE;107 TREETOP AVENUE;EDGEWATER;WA;6027;107 TREETOP AVENUE;EDGEWATER;WA;6027;-31.76466034;115.77651931;08 9405 4777;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y07;Y12;;;;;;;;;;183;195;163;153;126;109;;929
1375;MATTHEW GIBNEY CATHOLIC PRIMARY SCHOOL;30 MUNDAY ROAD;HIGH WYCOMBE;WA;6057;30 MUNDAY ROAD;HIGH WYCOMBE;WA;6057;-31.93412329;115.99642746;08 6216 8400;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;46;27;30;29;27;30;30;30;;;;;;;;;249
5795;MAYLANDS PENINSULA PRIMARY SCHOOL;60 KELVIN STREET;MAYLANDS;WA;6051;60 KELVIN ST;MAYLANDS;WA;6051;-31.93257493;115.90460977;08 9462 6700;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;99;98;104;110;93;68;77;76;;;;;;;;;725
1102;MAZENOD COLLEGE;55 GLADYS ROAD;LESMURDIE;WA;6076;55 GLADYS ROAD;LESMURDIE;WA;6076;-32.006679;116.03884092;08 9291 6500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y07;Y12;;;;;;;;;;157;148;160;141;130;113;;849
8148;MCDOUGALL PARK COMMUNITY KINDERGARTEN INC;CNR BRUCE/HENLEY STREETS;COMO;WA;6152;CNR BRUCE/HENLEY STREETS;COMO;WA;6152;-32.00608872;115.8685193;08 9450 3909;SOUTH METROPOLITAN;Community Kindergartens;COMMUNITY KINDERGARTENS;KIN;KIN;37;;;;;;;;;;;;;;;;37
6082;MEADOW SPRINGS EDUCATION SUPPORT CENTRE;320 OAKMONT AVENUE (CNR BELLERIVE PASS);MEADOW SPRINGS;WA;6210;PO BOX 997;MANDURAH;WA;6210;-32.50105217;115.75749214;08 9584 7450;SOUTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;KIN;Y06;11;14;9;7;16;5;5;8;;;;;;;;;75
5828;MEADOW SPRINGS PRIMARY SCHOOL;320 OAKMONT AVENUE (CNR BELLERIVE PASS);MEADOW SPRINGS;WA;6210;320 OAKMONT AVENUE (CNR BELLERIVE PASS);MEADOW SPRINGS;WA;6210;-32.50105217;115.75749214;08 9584 7400;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;39;55;58;69;55;53;59;69;;;;;;;;;457
5293;MECKERING PRIMARY SCHOOL;14 KNIGHT STREET;MECKERING;WA;6405;C/- POST OFFICE;MECKERING;WA;6405;-31.62835599;117.0104919;08 9623 3400;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;3;2;3;4;2;2;3;1;;;;;;;;;20
5294;MEDINA PRIMARY SCHOOL;2 WESTCOTT ROAD;MEDINA;WA;6167;2 WESTCOTT ROAD;MEDINA;WA;6167;-32.23582307;115.80371095;08 6174 1100;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;20;13;24;26;11;18;17;27;;;;;;;;;156
4085;MEEKATHARRA DISTRICT HIGH SCHOOL;SAVAGE STREET;MEEKATHARRA;WA;6642;SAVAGE STREET;MEEKATHARRA;WA;6642;-26.59116051;118.4913155;08 9981 0800;MIDWEST;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y12;11;12;16;13;10;14;15;4;;14;13;9;10;11;11;;163
5929;MEEKATHARRA SCHOOL OF THE AIR;52 KEMPTON STREET;BLUFF POINT;WA;6530;PO BOX 7175;GERALDTON PO;WA;6531;-28.74042558;114.6196915;08 9923 5200;MIDWEST;Distance Education;PRIMARY SCHOOLS;KIN;Y06;5;4;7;7;4;4;3;4;;;;;;;;;38
1233;MEL MARIA CATHOLIC PRIMARY SCHOOL;33 DAVIDSON ROAD;ATTADALE;WA;6156;33 DAVIDSON ROAD;ATTADALE;WA;6156;-32.02710468;115.80122577;08 6330 0500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;109;77;76;102;98;95;69;81;;;;;;;;;707
5296;MELVILLE PRIMARY SCHOOL;70 CURTIS ROAD;MELVILLE;WA;6156;70 CURTIS ROAD;MELVILLE;WA;6156;-32.03770545;115.8065741;08 9263 1300;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;74;90;88;86;89;89;73;96;;;;;;;;;685
4034;MELVILLE SENIOR HIGH SCHOOL;18 POTTS STREET;MELVILLE;WA;6156;18 POTTS STREET;MELVILLE;WA;6156;-32.04631125;115.8054613;08 6274 1300;SOUTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;254;244;252;245;200;185;;1,380
5298;MENZIES COMMUNITY SCHOOL;GREGORY STREET;MENZIES;WA;6436;C/- POST OFFICE;MENZIES;WA;6436;-29.689867;121.034016;08 9027 5700;GOLDFIELDS;Primary Schools;PRIMARY SCHOOLS;KIN;Y12;4;4;2;2;6;3;3;3;;;;;2;2;1;;32
1149;MERCEDES COLLEGE;VICTORIA SQUARE;PERTH;WA;6000;VICTORIA SQUARE;PERTH;WA;6000;-31.95623304;115.8670832;08 9323 1323;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y07;Y12;;;;;;;;;;145;160;133;135;153;126;;852
1221;MERCY COLLEGE;CNR BEACH ROAD/MIRRABOOKA AVENUE;KOONDOOLA;WA;6064;CNR BEACH ROAD/MIRRABOOKA AVENUE;KOONDOOLA;WA;6064;-31.84725114;115.8575544;08 9247 9247;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;59;60;59;60;56;64;65;66;;211;197;195;191;168;163;;1,614
4194;MERREDIN COLLEGE;WOOLGAR AVENUE;MERREDIN;WA;6415;WOOLGAR AVENUE;MERREDIN;WA;6415;-31.48808967;118.2849815;08 9041 7520;WHEATBELT;K-12 SCHOOLS;K-12 SCHOOLS;KIN;Y12;19;29;31;26;30;27;36;30;;59;49;66;55;49;43;;549
6092;MERRIWA EDUCATION SUPPORT CENTRE;67 BALTIMORE PARADE;MERRIWA;WA;6030;67 BALTIMORE PARADE;MERRIWA;WA;6030;-31.66869847;115.71272425;08 6206 2330;NORTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;KIN;Y06;12;13;12;14;3;19;7;8;;;;;;;;;88
5739;MERRIWA PRIMARY SCHOOL;67 BALTIMORE PARADE;MERRIWA;WA;6030;67 BALTIMORE PARADE;MERRIWA;WA;6030;-31.66869847;115.71272425;08 6206 2340;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;37;48;47;47;41;46;42;48;;;;;;;;;356
1042;METHODIST LADIES' COLLEGE;356 STIRLING HIGHWAY;CLAREMONT;WA;6010;356 STIRLING HIGHWAY;CLAREMONT;WA;6010;-31.98701169;115.7755403;08 9384 4000;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;16;24;30;41;39;39;62;69;;118;128;121;123;127;131;;1,068
5426;MIDDLE SWAN PRIMARY SCHOOL;LOT 574 COCKMAN CROSS;STRATTON;WA;6056;LOT 574 COCKMAN CROSS;STRATTON;WA;6056;-31.86781578;116.0366486;08 9265 1800;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;37;47;58;45;56;49;55;49;;;;;;;;;396
5303;MIDVALE PRIMARY SCHOOL;MIDVALE PLACE;MIDVALE;WA;6056;MIDVALE PLACE;MIDVALE;WA;6056;-31.887051;116.019478;08 9218 6800;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;41;42;48;44;34;40;34;43;;;;;;;;;326
5304;MILING PRIMARY SCHOOL;CNR NARDY ST/GT NORTHERN HWY;MILING;WA;6575;PO BOX 58;MILING;WA;6575;-30.49314858;116.3622694;08 9654 1600;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;5;2;3;;1;2;5;1;;;;;;;;;19
